"","deed","url"
"1076","Petition of Emeline Mann, 4 December 1862","https://civilwardc.org/texts/petitions/cww.00974.html"
"1077","Petition of George White, 9 December 1862","https://civilwardc.org/texts/petitions/cww.01095.html"
"1078","Petition of Henry Bailey, 12 December 1862","https://civilwardc.org/texts/petitions/cww.00977.html"
"1079","Petition of Ann H. Cunningham, 15 December 1862","https://civilwardc.org/texts/petitions/cww.01089.html"
"1080","Petition of Ann Duckett, 22 December 1862","https://civilwardc.org/texts/petitions/cww.00971.html"
"1081","Petition of Moses Kelly, 23 December 1862","https://civilwardc.org/texts/petitions/cww.01084.html"
"1082","Petition of Jane Allen and William Henry Allen, 23 December 1862","https://civilwardc.org/texts/petitions/cww.00991.html"
"1083","Petition of George Lee, 24 December 1862","https://civilwardc.org/texts/petitions/cww.00969.html"
"1084","Petition of Maria Stevenson, 1 January 1863","https://civilwardc.org/texts/petitions/cww.01015.html"
"1085","Petition of Eliza Collins and Arthur Augustus Williams, 5 January 1863","https://civilwardc.org/texts/petitions/cww.00989.html"
"1086","Evidence Relating to the Petition of Emily Johnson, 5 January 1863","https://civilwardc.org/texts/petitions/cww.00990.html"
"1087","Petition of Francis Beckett, 6 January 1863","https://civilwardc.org/texts/petitions/cww.00988.html"
"1088","Petition of Eliza Johnson, 6 January 1863","https://civilwardc.org/texts/petitions/cww.00987.html"
"1089","Petition of Mary Blackiston, 9 January 1863","https://civilwardc.org/texts/petitions/cww.01103.html"
"1090","Petition of Sarah Allen, William Henry Allen, Sarah Allen, and Anna Allen, 12 January 1863 Petition of Sarah Allen, William Henry Allen, Sarah Allen, and Anna Allen, 12 January 1863 Petition of Sarah Allen, William Henry Allen, Sarah Allen, and Anna Allen, 12 January 1863","https://civilwardc.org/texts/petitions/cww.01097.html"
"1091","Petition of Jacob Jenifer, 12 January 1863","https://civilwardc.org/texts/petitions/cww.01112.html"
"1092","Petition of Mary A. Prather and Arthur S. Prather, [n.d.]","https://civilwardc.org/texts/petitions/cww.00972.html"
"1093","Petitions of Eliza Mason and John W. Mason, July
                    1862","https://civilwardc.org/texts/petitions/cww.00985.html"
"1094","Petition of Mary Julia Anderson, [n. d.]","https://civilwardc.org/texts/petitions/cww.00970.html"
"1095","Petition of Matilda Blany, [n. d.]","https://civilwardc.org/texts/petitions/cww.00994.html"
